lon,lat,Y,lambda_est,sigma_ou_sq_est,sigma_i_sq
-58.5000000000,44.0999984741,0.0000000518,0.3671508536,0.1699305475,0.2315178842
-58.5000000000,44.2000007629,0.0000002808,0.3787955704,0.1738235950,0.2295424865
-58.5000000000,44.2999992371,0.0000006130,0.3916918878,0.1793061644,0.2289867474
-58.5000000000,44.4000015259,-0.0000001036,0.4001392489,0.1790883839,0.2238825762
-58.5000000000,44.5000000000,0.0000001898,0.4098824396,0.1805601865,0.2203585047
-58.5000000000,44.5999984741,0.0000002103,0.4208818022,0.1837595254,0.2184030063
-58.5000000000,44.7000007629,0.0000000205,0.4295223913,0.1846862733,0.2150902742
-58.5000000000,44.7999992371,-0.0000000112,0.4360871207,0.1834568083,0.2104442175
-58.5000000000,44.9000015259,0.0000001331,0.4435408212,0.1833883226,0.2068321809
-58.5000000000,45.0000000000,-0.0000001964,0.4518709453,0.1844978333,0.2042488119
-58.5000000000,45.0999984741,0.0000000839,0.4585356911,0.1822739542,0.1988565611
-58.5000000000,45.2000007629,-0.0000000246,0.4660293734,0.1810051203,0.1942992615
-58.5000000000,45.2999992371,-0.0000003465,0.4743747115,0.1807365865,0.1905998117
-58.5000000000,45.4000015259,-0.0000000710,0.4807318291,0.1794632822,0.1867563345
-58.5000000000,45.5000000000,-0.0000000357,0.4846163471,0.1769325286,0.1826490717
-58.5000000000,45.5999984741,0.0000000714,0.4892148483,0.1754478961,0.1794157921
-58.5000000000,45.7000007629,-0.0000001197,0.4945258578,0.1750166118,0.1770539540
-58.5000000000,45.7999992371,-0.0000004978,0.4948858594,0.1713794172,0.1732504487
-58.5000000000,45.9000015259,0.0000001701,0.4955132105,0.1684520990,0.1700774046
-58.5000000000,46.0000000000,0.0000000424,0.4966271640,0.1663846523,0.1676146511
-58.5000000000,46.0999984741,0.0000002179,0.4970483776,0.1631952971,0.1642643998
-58.5000000000,46.2000007629,0.0000000156,0.4965913700,0.1587163210,0.1599057584
-58.5000000000,46.2999992371,0.0000000442,0.4965121295,0.1550422460,0.1562313780
-58.5000000000,46.4000015259,-0.0000001826,0.4966681631,0.1520811468,0.1532013644
-58.5000000000,46.5000000000,0.0000002058,0.4908668629,0.1466070712,0.1494348627
-58.5000000000,46.5999984741,-0.0000001272,0.4858998207,0.1423427463,0.1465733472
-58.5000000000,46.7000007629,-0.0000001558,0.4818638433,0.1392780840,0.1446201648
-58.5000000000,46.7999992371,-0.0000001331,0.4799819002,0.1371667981,0.1429874694
-58.5000000000,46.9000015259,0.0000001630,0.4798480131,0.1360356659,0.1418487018
-58.5000000000,47.0000000000,-0.0000002786,0.4806522934,0.1360404789,0.1416165191
-58.5000000000,47.0999984741,-0.0000003469,0.4828874304,0.1367853433,0.1417327437
-58.5000000000,47.2000007629,-0.0000003657,0.4881226233,0.1364710033,0.1398917212
-58.5000000000,47.2999992371,0.0000000674,0.4937361007,0.1368024945,0.1386380716
-58.5000000000,47.4000015259,-0.0000003313,0.4996799153,0.1377827227,0.1379709835
-58.5000000000,48.5000000000,0.0000004625,0.6511322458,0.1996551454,0.1534138212
-58.5000000000,48.5999984741,0.0000004045,0.6632574079,0.2095592767,0.1580773359
-58.5000000000,48.7000007629,0.0000005465,0.6748887080,0.2204055190,0.1633902702
-58.5000000000,48.7999992371,0.0000000795,0.6713299966,0.2253863215,0.1679655227
-58.5000000000,48.9000015259,0.0000001268,0.6453762293,0.2213682979,0.1716032936
-58.5000000000,49.0000000000,-0.0000000500,0.6175644675,0.2176351249,0.1763043773
-58.5000000000,49.0999984741,0.0000000348,0.5925880861,0.2149565518,0.1814709699
-58.5000000000,49.2000007629,0.0000000969,0.5899841739,0.2169956118,0.1839995192
-58.5000000000,49.2999992371,-0.0000000165,0.5876163890,0.2199867815,0.1872857096
-58.5000000000,49.4000015259,-0.0000001822,0.5854972131,0.2239291072,0.1913298660
-58.5000000000,49.5000000000,-0.0000000326,0.5892762594,0.2257952690,0.1916869386
-58.5000000000,49.5999984741,0.0000001322,0.5935008317,0.2280458659,0.1922192471
-58.5000000000,49.7000007629,0.0000000138,0.5972288229,0.2311163694,0.1935906358
-58.5000000000,49.7999992371,0.0000001022,0.5957848526,0.2294674814,0.1926757934
-58.5000000000,49.9000015259,-0.0000007545,0.5918922013,0.2255776972,0.1906564025
-58.5000000000,50.0000000000,-0.0000001514,0.5885084491,0.2227564007,0.1893550575
-58.5000000000,50.0999984741,-0.0000000576,0.5827197663,0.2180672586,0.1872116025
-58.5000000000,50.2000007629,-0.0000001634,0.5735210880,0.2105557919,0.1836641237
-58.5000000000,50.2999992371,0.0000000286,0.5654067855,0.2046094686,0.1810400540
-58.5000000000,50.4000015259,0.0000000103,0.5557757418,0.1989295483,0.1790656630
-58.5000000000,50.5000000000,-0.0000000179,0.5367140343,0.1898590028,0.1769716585
-58.5000000000,50.5999984741,0.0000001540,0.5183549322,0.1821768284,0.1758259525
-58.5000000000,55.2999992371,-0.0000000688,0.1895436808,0.0180024114,0.0475888197
-58.5000000000,55.4000015259,0.0000000701,0.1888852253,0.0183966234,0.0487978889
-58.5000000000,55.5000000000,0.0000000451,0.1885282716,0.0190030690,0.0504984598
-58.5000000000,55.5999984741,0.0000001607,0.1893828165,0.0198897198,0.0526119442
-58.5000000000,55.7000007629,0.0000000308,0.1909640283,0.0210891832,0.0553176851
-58.5000000000,55.7999992371,-0.0000000089,0.1933520328,0.0225219503,0.0583407901
-58.5000000000,55.9000015259,-0.0000001183,0.1973347117,0.0240918677,0.0611431574
-58.5000000000,56.0000000000,-0.0000000406,0.2023967926,0.0261377636,0.0646705974
-58.5000000000,56.0999984741,-0.0000001768,0.2068973340,0.0279205460,0.0675743978
-58.5000000000,56.2000007629,-0.0000000661,0.2104191859,0.0291356966,0.0693325095
-58.5000000000,56.2999992371,0.0000001264,0.2148773552,0.0307574812,0.0716698525
-58.5000000000,56.4000015259,0.0000000728,0.2174881631,0.0316746198,0.0729191808
-58.5000000000,56.5000000000,0.0000000915,0.2197377279,0.0324461050,0.0739291629
-58.5000000000,56.5999984741,-0.0000000612,0.2230946941,0.0336914808,0.0756093726
-58.5000000000,56.7000007629,-0.0000000656,0.2221243358,0.0338459574,0.0762869636
-58.5000000000,56.7999992371,0.0000000134,0.2214193731,0.0342365354,0.0774115174
-58.5000000000,56.9000015259,0.0000001223,0.2210113615,0.0347834229,0.0787914816
-58.5000000000,57.0000000000,-0.0000000375,0.2179501006,0.0341403559,0.0784214960
-58.5000000000,57.0999984741,-0.0000001759,0.2156875402,0.0338458307,0.0785603289
-58.5000000000,57.2000007629,-0.0000002241,0.2115385573,0.0328092724,0.0776491542
-58.5000000000,57.2999992371,0.0000000643,0.2045279111,0.0306829102,0.0751091028
-58.5000000000,57.4000015259,-0.0000001728,0.1983126370,0.0289282762,0.0730360382
-58.5000000000,57.5000000000,0.0000001040,0.1953036754,0.0283066072,0.0725681886
-58.5000000000,57.5999984741,-0.0000000830,0.1939998256,0.0282772332,0.0729795326
-58.5000000000,57.7000007629,-0.0000000884,0.1934800915,0.0285179783,0.0737974488
-58.5000000000,57.7999992371,0.0000000272,0.1938103200,0.0287231877,0.0742012856
-58.5000000000,57.9000015259,-0.0000001406,0.1948541995,0.0292006284,0.0750294305
-58.5000000000,58.0000000000,-0.0000002250,0.1958384038,0.0295541920,0.0755555578
-58.5000000000,58.0999984741,-0.0000000313,0.1962044724,0.0294992644,0.0752748013
-58.5000000000,58.2000007629,0.0000000822,0.1971559502,0.0296725333,0.0753514272
-58.5000000000,58.2999992371,-0.0000000460,0.1964964816,0.0290180054,0.0739384859
-58.5000000000,58.4000015259,-0.0000001790,0.1956189780,0.0282286108,0.0722520249
-58.5000000000,58.5000000000,0.0000002715,0.1951134767,0.0276274197,0.0708983378
-58.5000000000,58.5999984741,-0.0000001750,0.1932876493,0.0267886575,0.0693973856
-58.5000000000,58.7000007629,0.0000001598,0.1917676341,0.0260872655,0.0681179051
-58.5000000000,58.7999992371,0.0000000080,0.1906389236,0.0256069098,0.0672607594
-58.5000000000,58.9000015259,-0.0000000080,0.1901112701,0.0253909063,0.0668790664
-58.5000000000,59.0000000000,0.0000000308,0.1901938589,0.0253722202,0.0668009449
-58.5000000000,59.0999984741,-0.0000001183,0.1879933822,0.0247205868,0.0658485560
-58.5000000000,59.2000007629,-0.0000001969,0.1869817877,0.0244975388,0.0656078206
-58.5000000000,59.2999992371,0.0000001147,0.1871299802,0.0246736724,0.0660265618
-58.5000000000,59.4000015259,-0.0000000726,0.1879010148,0.0250793416,0.0668355140
-58.5000000000,59.5000000000,0.0000001654,0.1896598183,0.0258555729,0.0682630224
-58.5000000000,59.5999984741,0.0000000435,0.1932974588,0.0269548036,0.0698236368
-58.5000000000,59.7000007629,0.0000002514,0.1977506277,0.0283006374,0.0716563781
-58.5000000000,59.7999992371,0.0000000667,0.2022399360,0.0295977648,0.0732748769
-58.5000000000,59.9000015259,-0.0000002462,0.2060597469,0.0303842295,0.0738267466
-58.5000000000,60.0000000000,-0.0000000920,0.2104492087,0.0314021781,0.0747074987
-58.0000000000,20.1000003815,0.0000000250,0.3125775594,0.0101284077,0.0163014313
-58.0000000000,20.2000007629,-0.0000000321,0.3178137688,0.0104325246,0.0165129525
-58.0000000000,20.2999992371,-0.0000006501,0.3234318029,0.0107844770,0.0167719489
-58.0000000000,20.3999996185,-0.0000005001,0.3294003656,0.0111852493,0.0170781981
-58.0000000000,20.5000000000,0.0000008894,0.3356839899,0.0116358167,0.0174315037
-58.0000000000,20.6000003815,-0.0000007322,0.3415942099,0.0120627508,0.0177565504
-58.0000000000,20.7000007629,0.0000000536,0.3472205704,0.0124727618,0.0180608624
-58.0000000000,20.7999992371,-0.0000000107,0.3530674369,0.0129251173,0.0184040348
-58.0000000000,20.8999996185,0.0000012394,0.3591049524,0.0134204095,0.0187859154
-58.0000000000,21.0000000000,0.0000008287,0.3653030704,0.0139592951,0.0192064574
-58.0000000000,21.1000003815,0.0000007644,0.3709796776,0.0143902767,0.0194949664
-58.0000000000,21.2000007629,0.0000003679,0.3766954953,0.0148379104,0.0197948339
-58.0000000000,21.2999992371,0.0000002679,0.3825180286,0.0153237432,0.0201300928
-58.0000000000,21.3999996185,0.0000003536,0.3884211162,0.0158481728,0.0205007611
-58.0000000000,21.5000000000,-0.0000012323,0.3939448382,0.0163623113,0.0208672620
-58.0000000000,21.6000003815,0.0000012037,0.3979250022,0.0167408511,0.0211351838
-58.0000000000,21.7000007629,-0.0000014823,0.4019151552,0.0171661004,0.0214553784
-58.0000000000,21.7999992371,-0.0000009430,0.4058867630,0.0176380835,0.0218278379
-58.0000000000,21.8999996185,-0.0000013609,0.4098132300,0.0181568507,0.0222525922
-58.0000000000,22.0000000000,0.0000008751,0.4119685644,0.0185871832,0.0226589824
-58.0000000000,22.1000003815,0.0000002536,0.4127679503,0.0189650077,0.0230729655
-58.0000000000,22.2000007629,0.0000008215,0.4134972880,0.0193932727,0.0235503022
-58.0000000000,22.2999992371,-0.0000010608,0.4141554182,0.0198720396,0.0240910414
-58.0000000000,22.3999996185,-0.0000000071,0.4147403973,0.0204011966,0.0246951403
-58.0000000000,22.5000000000,-0.0000004000,0.4172740684,0.0208968539,0.0251397226
-58.0000000000,22.6000003815,0.0000004965,0.4197999619,0.0214255899,0.0256188088
-58.0000000000,22.7000007629,-0.0000007358,0.4221757643,0.0219922774,0.0261463523
-58.0000000000,22.7999992371,-0.0000002500,0.4243945592,0.0225968193,0.0267224187
-58.0000000000,22.8999996185,-0.0000007537,0.4281334937,0.0231692865,0.0271584840
-58.0000000000,23.0000000000,0.0000010144,0.4354321036,0.0236408934,0.0272464750
-58.0000000000,23.1000003815,-0.0000006465,0.4428781036,0.0241603572,0.0273765316
-58.0000000000,23.2000007629,0.0000024003,0.4504383815,0.0247278027,0.0275485965
-58.0000000000,23.2999992371,0.0000002607,0.4580788821,0.0253433660,0.0277626657
-58.0000000000,23.3999996185,0.0000008251,0.4711218466,0.0261648893,0.0278687073
-58.0000000000,23.5000000000,0.0000006751,0.4864697979,0.0271048266,0.0279586942
-58.0000000000,23.6000003815,0.0000004429,0.5020471168,0.0281040929,0.0280894974
-58.0000000000,23.7000007629,0.0000000500,0.5177477950,0.0291612763,0.0282616615
-58.0000000000,23.7999992371,-0.0000004358,0.5338334018,0.0302798357,0.0284607541
-58.0000000000,23.8999996185,-0.0000009394,0.5520849505,0.0314845890,0.0286142612
-58.0000000000,24.0000000000,0.0000012430,0.5700380378,0.0327386893,0.0288162322
-58.0000000000,24.1000003815,0.0000001964,0.5874851604,0.0340370797,0.0290684591
-58.0000000000,24.2000007629,-0.0000015109,0.6042153775,0.0353742279,0.0293728630
-58.0000000000,24.2999992371,0.0000010180,0.6172340984,0.0364455059,0.0296232441
-58.0000000000,24.3999996185,-0.0000003143,0.6268962125,0.0373017900,0.0298511687
-58.0000000000,24.5000000000,-0.0000009180,0.6350816889,0.0381540731,0.0301387129
-58.0000000000,24.6000003815,0.0000005786,0.6416945285,0.0389985703,0.0304871769
-58.0000000000,24.7000007629,-0.0000001964,0.6465702585,0.0398157910,0.0308899957
-58.0000000000,24.7999992371,0.0000005036,0.6457874572,0.0399699248,0.0310466562
-58.0000000000,24.8999996185,0.0000003179,0.6439755569,0.0401548743,0.0312773280
-58.0000000000,25.0000000000,0.0000011323,0.6411834716,0.0403712578,0.0315818298
-58.0000000000,25.1000003815,0.0000007501,0.6374749119,0.0406196676,0.0319598166
-58.0000000000,25.2000007629,-0.0000001893,0.6323818582,0.0407153517,0.0322920618
-58.0000000000,25.2999992371,-0.0000004500,0.6259805347,0.0406774431,0.0325909809
-58.0000000000,25.3999996185,0.0000009715,0.6189571582,0.0407100990,0.0329860394
-58.0000000000,25.5000000000,-0.0000000679,0.6114292294,0.0408148691,0.0334766094
-58.0000000000,25.6000003815,0.0000010608,0.6035156797,0.0409932695,0.0340620584
-58.0000000000,25.7000007629,0.0000012466,0.6006466254,0.0414094292,0.0345707082
-58.0000000000,25.7999992371,0.0000001536,0.5973066422,0.0419065170,0.0351795672
-58.0000000000,25.8999996185,0.0000019002,0.5934128302,0.0424804017,0.0358932956
-58.0000000000,26.0000000000,-0.0000013109,0.5890483331,0.0431319959,0.0367115932
-58.0000000000,26.1000003815,0.0000010215,0.5871494635,0.0439563207,0.0375319687
-58.0000000000,26.2000007629,0.0000011787,0.5879196977,0.0449689627,0.0383441368
-58.0000000000,26.2999992371,-0.0000003822,0.5881202505,0.0460654162,0.0392632631
-58.0000000000,26.3999996185,0.0000007001,0.5877872094,0.0472455584,0.0402893386
-58.0000000000,26.5000000000,-0.0000002250,0.5869628390,0.0485093184,0.0414223080
-58.0000000000,26.6000003815,-0.0000006215,0.5932635628,0.0499682724,0.0422130469
-58.0000000000,26.7000007629,0.0000003358,0.5990956432,0.0515108109,0.0430904736
-58.0000000000,26.7999992371,0.0000010358,0.6043433825,0.0531341545,0.0440602352
-58.0000000000,26.8999996185,0.0000010501,0.6089910870,0.0548369102,0.0451227527
-58.0000000000,27.0000000000,0.0000006501,0.6133970231,0.0561868474,0.0458997392
-58.0000000000,27.1000003815,0.0000003107,0.6176140665,0.0572241955,0.0464268233
-58.0000000000,27.2000007629,-0.0000013001,0.6213168887,0.0583433025,0.0470513251
-58.0000000000,27.2999992371,-0.0000002786,0.6244893114,0.0595432334,0.0477735408
-58.0000000000,27.3999996185,-0.0000014180,0.6266741387,0.0607112721,0.0485392672
-58.0000000000,27.5000000000,0.0000000714,0.6227514638,0.0605834723,0.0487417743
-58.0000000000,27.6000003815,0.0000002572,0.6184147790,0.0605747327,0.0490758127
-58.0000000000,27.7000007629,-0.0000001429,0.6137208082,0.0606859773,0.0495410296
-58.0000000000,27.7999992371,0.0000002643,0.6087296032,0.0609180704,0.0501370526
-58.0000000000,27.8999996185,0.0000002357,0.6037764582,0.0609494299,0.0505735064
-58.0000000000,28.0000000000,-0.0000007537,0.5988132680,0.0608943030,0.0509458198
-58.0000000000,28.1000003815,-0.0000005143,0.5937308599,0.0609250180,0.0514069323
-58.0000000000,28.2000007629,-0.0000001286,0.5885661630,0.0610421598,0.0519566676
-58.0000000000,28.2999992371,-0.0000015037,0.5843218352,0.0612328276,0.0524964910
-58.0000000000,28.3999996185,-0.0000004643,0.5833217553,0.0614765324,0.0527952165
-58.0000000000,28.5000000000,0.0000008680,0.5823839525,0.0618234053,0.0531778750
-58.0000000000,28.6000003815,-0.0000019002,0.5815102676,0.0622733049,0.0536444586
-58.0000000000,28.7000007629,0.0000001107,0.5807035099,0.0628263056,0.0541949939
-58.0000000000,28.7999992371,-0.0000008144,0.5843343394,0.0636871010,0.0545954290
-58.0000000000,28.8999996185,-0.0000007108,0.5889930078,0.0647506118,0.0550672160
-58.0000000000,29.0000000000,0.0000012323,0.5938111745,0.0659826323,0.0556585977
-58.0000000000,29.1000003815,0.0000000857,0.5987599550,0.0673838034,0.0563694640
-58.0000000000,29.2000007629,-0.0000000714,0.6044407685,0.0688002557,0.0570123223
-58.0000000000,29.2999992371,0.0000012823,0.6108109001,0.0701803491,0.0575485074
-58.0000000000,29.3999996185,0.0000012930,0.6170491468,0.0716939121,0.0581941668
-58.0000000000,29.5000000000,0.0000009965,0.6231198319,0.0733406544,0.0589495588
-58.0000000000,29.6000003815,-0.0000007001,0.6289642473,0.0750436485,0.0597565296
-58.0000000000,29.7000007629,0.0000004036,0.6343384420,0.0762228519,0.0601805870
-58.0000000000,29.7999992371,-0.0000004679,0.6393844992,0.0775342137,0.0607319153
-58.0000000000,29.8999996185,0.0000016037,0.6440683036,0.0789768025,0.0614108905
-58.0000000000,30.0000000000,0.0000009608,0.6483612484,0.0805496499,0.0622178780
-58.0000000000,30.1000003815,0.0000000357,0.6530596575,0.0814982206,0.0624972248
-58.0000000000,30.2000007629,0.0000011644,0.6577968510,0.0824223533,0.0627503100
-58.0000000000,30.2999992371,0.0000001679,0.6623092698,0.0835627690,0.0631844024
-58.0000000000,30.3999996185,-0.0000002143,0.6665564943,0.0849189684,0.0637997532
-58.0000000000,30.5000000000,0.0000007287,0.6726849634,0.0861674845,0.0641474287
-58.0000000000,30.6000003815,-0.0000008394,0.6815615996,0.0873153582,0.0641553680
-58.0000000000,30.7000007629,-0.0000008215,0.6905329466,0.0887967125,0.0643957826
-58.0000000000,30.7999992371,-0.0000001000,0.6994994565,0.0906113759,0.0648687250
-58.0000000000,30.8999996185,-0.0000010108,0.7087687653,0.0926218927,0.0654399933
-58.0000000000,31.0000000000,0.0000013787,0.7201271342,0.0940963402,0.0654331445
-58.0000000000,31.1000003815,0.0000002965,0.7309711221,0.0957926437,0.0656242327
-58.0000000000,31.2000007629,0.0000005393,0.7411626668,0.0977072194,0.0660148280
-58.0000000000,31.2999992371,0.0000004250,0.7505738395,0.0998359844,0.0666064376
-58.0000000000,31.3999996185,-0.0000003286,0.7554427346,0.1001328975,0.0663743137
-58.0000000000,31.5000000000,0.0000002465,0.7589009909,0.1001910269,0.0661106049
-58.0000000000,31.6000003815,-0.0000004465,0.7614866736,0.1003214717,0.0659721125
-58.0000000000,31.7000007629,0.0000009501,0.7631661834,0.1005230248,0.0659591975
-58.0000000000,31.7999992371,-0.0000006786,0.7625784801,0.0995804742,0.0653919514
-58.0000000000,31.8999996185,-0.0000004429,0.7605231829,0.0980003998,0.0645295940
-58.0000000000,32.0000000000,0.0000006072,0.7579748020,0.0966095328,0.0638287233
-58.0000000000,32.0999984741,0.0000008465,0.7549440361,0.0954084992,0.0632891204
-58.0000000000,32.2000007629,0.0000000964,0.7505512432,0.0938783661,0.0626396113
-58.0000000000,32.2999992371,-0.0000004072,0.7439380961,0.0916577280,0.0617030611
-58.0000000000,32.4000015259,0.0000000893,0.7366746491,0.0896939784,0.0609776062
-58.0000000000,32.5000000000,0.0000009715,0.7288381361,0.0879889205,0.0604624565
-58.0000000000,32.5999984741,-0.0000002357,0.7199633164,0.0863830745,0.0600913027
-58.0000000000,32.7000007629,0.0000003715,0.7072256935,0.0840070173,0.0594919438
-58.0000000000,32.7999992371,-0.0000005786,0.6942873854,0.0818689987,0.0590590135
